Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
Flash Express,1000000000.0,2021-02-01,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,35000000000.0,"SCB 10X, Krungsri Finnovate, eWTP Capital"
FlashEx,1000000000.0,2018-08-27,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,35900000000.0,"Prometheus Capital, Matrix Partners China, JD Capital Management"
Fractal Analytics,1000000000.0,2022-01-05,Data management & analytics,Mumbai,India,Asia,2000,68500000000.0,"TPG Capital, Apax Partners, TA Associates"
Freshbooks,1000000000.0,2021-08-10,Fintech,Toronto,Canada,North America,2004,15600000000.0,"Accomplice, Oak Investment Partners, Georgian Partners"
FXiaoKe,1000000000.0,2015-07-02,Mobile & telecommunications,Beijing,China,Asia,2011,28300000000.0,"IDG Capital, Northern Light Venture Capital, DCM Ventures"
Gauntlet Networks,1000000000.0,2022-03-07,Fintech,New York,United States,North America,2018,4500000000.0,"Polychain Capital, Paradigm, Ribbit Capital"
Geek+,1000000000.0,2018-11-21,Hardware,Beijing,China,Asia,2015,43900000000.0,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus"
Gelato,1000000000.0,2021-08-16,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,26900000000.0,"Greylock Partners, Google Ventures, BlackRock"
Glia,1000000000.0,2022-03-21,Fintech,New York,United States,North America,2012,15200000000.0,"Wildcat Capital Management, Insight Partners, Tola Capital"
GO1,1000000000.0,2021-07-19,Internet software & services,Brisbane,Australia,Oceania,2015,28400000000.0,"Y Combinator, M12, SEEK"
Groq,1000000000.0,2021-04-14,Artificial intelligence,Mountain View,United States,North America,2016,36200000000.0,"TDK Ventures, Social Capital, D1 Capital Partners"
Hailo,1000000000.0,2021-10-12,Artificial intelligence,Tel Aviv,Israel,Asia,2017,22100000000.0,"Glory Ventures, Maniv Mobility"
Haomao.AI,1000000000.0,2021-12-22,Artificial Intelligence,Beijing,China,Asia,2019,15700000000.0,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management"
Hasura,1000000000.0,2022-02-22,Internet software & services,Bengaluru,India,Asia,2017,13700000000.0,"Nexus Venture Partners, Vertex Ventures, STRIVE"
HAYDON,1000000000.0,2021-09-24,Consumer & retail,Shanghai,China,Asia,2020,10000000000.0,"Tencent Holdings, Hillhouse Capital Management"
Heyday,1000000000.0,2021-11-16,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,80000000000.0,"Khosla Ventures,General Catalyst, Victory Park Capital"
HMD Global,1000000000.0,2018-05-21,Mobile & telecommunications,Espoo,Finland,Europe,2016,33000000000.0,Ginko Ventures
Hotmart,1000000000.0,2020-03-17,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,12700000000.0,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic"
Huike Group,1000000000.0,2018-05-24,Edtech,Beijing,China,Asia,2010,30200000000.0,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co."
Human Interest,1000000000.0,2021-08-04,Fintech,San Francisco,United States,North America,2015,33700000000.0,"Wing Venture Capital, Slow Ventures, Uncork Capital"
Ibotta,1000000000.0,2019-08-06,Fintech,Denver,United States,North America,2011,9300000000.0,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital"
iCarbonX,1000000000.0,2016-04-12,Artificial intelligence,Shenzhen,China,Asia,2015,20000000000.0,"Tencent, Vcanbio"
iFood,1000000000.0,2018-11-13,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,59200000000.0,"Movile, Just Eat, Naspers"
InFarm,1000000000.0,2021-12-16,Other,Berlin,Germany,Europe,2013,60000000000.0,"Atomico, Hanaco Venture Capital, TriplePoint Capital"
Infobip,1000000000.0,2020-07-30,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,20000000000.0,One Equity Partners
Injective Protocol,1000000000.0,2021-04-20,Fintech,New York,United States,North America,2018,1700000000.0,"Pantera Capital, Cadenza Ventures, BlockTower Capital"
Intellifusion,1000000000.0,2019-03-22,Artificial intelligence,Shenzhen,China,Asia,2014,17300000000.0,"BOC International, TopoScend Capital, Hongxiu VC"
Interos,1000000000.0,2021-07-22,Fintech,Arlington,United States,North America,2005,13500000000.0,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock"
JoyTunes,1000000000.0,2021-06-21,Edtech,Tel Aviv,Israel,Asia,2011,9200000000.0,"Genesis Partners, Aleph, Insight Partners"
Kitopi,1000000000.0,2021-07-01,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,50400000000.0,"CE-Ventures, BECO Capital, Nordstar"
KnowBox,1000000000.0,2019-05-30,Edtech,Beijing,China,Asia,2014,30600000000.0,"TAL Education Group, Legend Star, Alibaba Group"
Kopi Kenangan,1000000000.0,2021-12-27,Consumer & retail,Jakarta,Indonesia,Asia,2017,33300000000.0,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"
Lamabang,1000000000.0,2015-03-06,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,13000000000.0,"5Y Capital, Matrix Partners China, K2VC"
LayerZero Labs,1000000000.0,2022-03-30,Internet software & services,New York,United States,North America,2021,14300000000.0,"Andreessen Horowitz, FTX Ventures, Tiger Global Management"
Lessen,1000000000.0,2021-11-30,Internet software & services,Scottsdale,United States,North America,2019,20500000000.0,"Khosla Ventures, General Catalyst, Navitas Capital"
LetsGetChecked,1000000000.0,2021-06-07,Health,Dublin,Ireland,Europe,2015,26300000000.0,"Optum Ventures, Qiming Venture Partners, Transformation Capital"
Licious,1000000000.0,2021-10-05,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,48900000000.0,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia"
LinkDoc Technology,1000000000.0,2018-07-05,Health,Beijing,China,Asia,2014,25300000000.0,"China Investment Corporation, New Enterprise Associates"
Locus Robotics,1000000000.0,2021-02-17,Hardware,Wilmington,United States,North America,2014,29900000000.0,"Scale Venture Partners, Bond, Tiger Global Management"
Lookout,1000000000.0,2013-10-10,Cybersecurity,San Francisco,United States,North America,2007,28200000000.0,"Accel Partners, Greylock Partners, Lowercase Capital"
Lydia,1000000000.0,2021-12-08,Fintech,Paris,France,Europe,2011,26300000000.0,"NewAlpha, XAnge Private Equity, Tencent Holdings"
MadeiraMadeira,1000000000.0,2021-01-07,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,33600000000.0,"Flybridge Capital Partners, SoftBank Group, Monashees+"
Maimai,1000000000.0,2017-11-15,Mobile & telecommunications,Beijing,China,Asia,2013,30000000000.0,"Morningside Venture Capital, IDG Capital, DCM Ventures"
Mammoth Biosciences,1000000000.0,2021-09-09,Health,Brisbane,United States,North America,2017,26500000000.0,"NFX, Plum Alley, Mayfield"
Masterworks,1000000000.0,2021-10-05,Fintech,New York,United States,North America,2017,11000000000.0,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners"
Maven Clinic,1000000000.0,2021-08-17,Health,New York,United States,North America,2014,20200000000.0,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital"
MediaMath,1000000000.0,2018-07-10,Internet software & services,New York,United States,North America,2007,32500000000.0,"Silicon Valley Bank, QED Investors, European Founders Fund"
Meero,1000000000.0,2019-06-18,Artificial intelligence,Paris,France,Europe,2016,29300000000.0,"Aglae Ventures, Global Founders Capital, Alven Capital"
Mensa Brands,1000000000.0,2021-11-16,Other,Bengaluru,India,Asia,2021,21800000000.0,"Accel, Falcon Edge Capital, Norwest Venture Partners"
Mia.com,1000000000.0,2015-09-08,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,23200000000.0,"Sequoia Capital China, ZhenFund, K2 Ventures"
Minio,1000000000.0,2022-01-26,Data management & analytics,Palo Alto,United States,North America,2014,12600000000.0,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital"
Mobvoi,1000000000.0,2017-04-06,Consumer & retail,Beijing,China,Asia,2012,25200000000.0,"Sequoia Capital China, SIG Asia Investments, ZhenFund"
Moka,1000000000.0,2021-11-02,Internet software & services,Beijing,China,Asia,2015,14400000000.0,"GGV Capital, GSR Ventures, FreesFund"
Momenta,1000000000.0,2018-10-17,Artificial intelligence,Beijing,China,Asia,2016,1000000000.0,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China"
Morning Consult,1000000000.0,2021-06-08,Internet software & services,Washington DC,United States,North America,2014,9100000000.0,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems"
Movile,1000000000.0,2018-07-12,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,58800000000.0,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures"
Mux,1000000000.0,2021-04-30,Internet software & services,San Francisco,United States,North America,2015,17400000000.0,"Accel, Cobalt Capital, Andreessen Horowitz"
Nature's Fynd,1000000000.0,2021-07-19,Other,Chicago,United States,North America,2012,46300000000.0,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures"
Newlink Group,1000000000.0,2020-07-10,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,65500000000.0,"JOY Capital, NIO Capital, Blueflame Capital"
News Break,1000000000.0,2021-01-07,Internet software & services,Mountain View,United States,North America,2015,15100000000.0,"IDG Capital, Francisco Partners, ZhenFund"
Newsela,1000000000.0,2021-02-25,Internet software & services,New York,United States,North America,2013,17200000000.0,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners"
NIUM,1000000000.0,2021-07-13,Fintech,,Singapore,Asia,2014,28500000000.0,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures"
NoBroker,1000000000.0,2021-11-23,Internet software & services,Bengaluru,India,Asia,2014,42400000000.0,"General Atlantic, Elevation Capital, BEENEXT"
Noname Security,1000000000.0,2021-12-15,Cybersecurity,Palo Alto,United States,North America,2020,22000000000.0,"Insight Partners, Lightspeed Venture Partners, CyberStarts"
Numbrs,1000000000.0,2019-08-22,Fintech,Zurich,Switzerland,Europe,1999,10500000000.0,"Investment Corporation of Dubai, Centralway"
Omada Health,1000000000.0,2022-02-23,Health,San Francisco,United States,North America,2011,44900000000.0,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz"
Omio,1000000000.0,2018-10-23,Travel,Berlin,Germany,Europe,2013,39600000000.0,"Lakestar, Battery Ventures, New Enterprise Associates"
ONE,1000000000.0,2021-12-08,Internet software & services,,Singapore,Asia,2011,51500000000.0,"Temasek, Guggenheim Investments, Qatar Investment Authority"
OpenWeb,1000000000.0,2021-11-09,Internet software & services,New York,United States,North America,2012,22300000000.0,"Insight Partners, AltaIR Capital, Norma Investments"
Orbbec Technology,1000000000.0,2018-05-21,Hardware,Shenzhen,China,Asia,2013,20000000000.0,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China"
Orca Bio,1000000000.0,2020-06-17,Health,Menlo Park,United States,North America,2016,19200000000.0,"Lightspeed Venture Partners, Data Collective, 8VC"
Orchard,1000000000.0,2021-09-09,Fintech,New York,United States,North America,2017,25200000000.0,"Accomplice, Juxtapose, FirstMark Capital"
Owkin,1000000000.0,2021-11-18,Artificial Intelligence,New York,United States,North America,2016,25400000000.0,"Google Ventures, Cathay Innovation, NJF Capital"
PandaDoc,1000000000.0,2021-09-22,Internet software & services,San Francisco,United States,North America,2016,5100000000.0,"Rembrandt Venture Partners, M12, Altos Ventures"
Pat McGrath Labs,1000000000.0,2018-07-16,Consumer & retail,New York,United States,North America,2016,6000000000.0,"One Luxury Group, Eurazeo"
PatSnap,1000000000.0,2021-03-16,Internet software & services,,Singapore,Asia,2007,35200000000.0,"Sequoia Capital China, Shunwei Capital Partners, Qualgro"
Payhawk,1000000000.0,2022-02-14,Fintech,London,United Kingdom,Europe,2018,23900000000.0,"Earlybird Venture Capital, Eleven Ventures, QED Investors"
Pentera,1000000000.0,2022-01-11,Cybersecurity,Petah Tikva,Israel,Asia,2015,19000000000.0,"AWZ Ventures, Blackstone, Insight Partners"
Pet Circle,1000000000.0,2021-12-06,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,12500000000.0,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners"
PicsArt,1000000000.0,2021-08-26,Mobile & telecommunications,San Francisco,United States,North America,2011,19500000000.0,"Sequoia Capital, DCM Ventures, Insight Partners"
PLACE,1000000000.0,2021-11-17,Internet software & services,Bellingham,United States,North America,2020,10000000000.0,"Goldman Sachs Asset Management, 3L"
Placer.ai,1000000000.0,2022-01-12,Artificial intelligence,Los Altos,United States,North America,2016,16600000000.0,"Fifth Wall Ventures, JBV Capital, Array Ventures"
Playco,1000000000.0,2020-09-21,Other,Tokyo,Japan,Asia,2020,14000000000.0,"Sozo Ventures, Caffeinated Capital, Sequoia Capital"
PPRO,1000000000.0,2021-01-19,Fintech,London,United Kingdom,Europe,2006,37000000000.0,"Wellington Management, Eurazeo, Citi Ventures"
Printful,1000000000.0,2021-05-24,Other,Charlotte,United States,North America,2016,13000000000.0,Bregal Sagemount
Quantum Metric,1000000000.0,2021-01-07,Data management & analytics,Colorado Springs,United States,North America,2015,22600000000.0,"Insight Partners, Bain Capital Ventures"
Quizlet,1000000000.0,2020-05-13,Edtech,San Francisco,United States,North America,2005,6200000000.0,"Union Square Ventures, Altos Ventures, Costanoa Ventures"
RapidAPI,1000000000.0,2022-03-23,Internet software & services,San Francisco,United States,North America,2015,27300000000.0,"Green Bay Ventures, M12, Andreessen Horowitz"
Razor,1000000000.0,2021-11-08,Consumer & retail,Berlin,Germany,Europe,2020,16700000000.0,"Global Founders Capital, 468 Capital, Redalpine Venture Partners"
Red Ventures,1000000000.0,2015-01-07,Other,Fort Mill,United States,North America,2000,25000000000.0,"Silver Lake Partners, General Atlantic"
REEF Technology,1000000000.0,2018-12-10,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,2000000000.0,"Target Global, UBS Asset Management, Mubadala Capital"
ReliaQuest,1000000000.0,2021-12-01,Cybersecurity,Tampa,United States,North America,2007,33000000000.0,"KKR, FTV Capital, Ten Eleven Ventures"
Revolution Precrafted,1000000000.0,2017-10-23,Other,Manila,Philippines,Asia,2015,1500000000.0,"K2 Global, 500 Startups"
Rothy's,1000000000.0,2021-12-21,Consumer & retail,San Francisco,United States,North America,2016,48400000000.0,"Alpargatas, GS Growth, Lightspeed Venture Partners"
SaltPay,1000000000.0,2021-04-09,Fintech,London,United Kingdom,Europe,2019,1000000000.0,"Tiger Global Management, Hedosophia"
Savage X Fenty,1000000000.0,2021-02-10,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,31000000000.0,"Speedinvest, Valar Ventures, Uniqa Ventures"
Scalapay,1000000000.0,2022-02-23,Fintech,Milan,Italy,Europe,2019,41600000000.0,"Fasanara Capital, Tiger Global Management, Baleen Capital"
Scandit,1000000000.0,2022-02-09,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,27300000000.0,"Atomico, NGP Capital, Google Ventures"
Sentry,1000000000.0,2021-02-18,Other,San Francisco,United States,North America,2011,12700000000.0,"New Enterprise Associates, Accel, Bond"
Shield AI,1000000000.0,2021-08-24,Artificial intelligence,San Diego,United States,North America,2015,32800000000.0,"Andreessen Horowitz, Homebrew, Point72 Ventures"
Shift Technology,1000000000.0,2021-05-06,Artificial intelligence,Paris,France,Europe,2014,54500000000.0,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures"
ShipBob,1000000000.0,2021-06-29,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,33100000000.0,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures"
Shippo,1000000000.0,2021-06-02,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,15400000000.0,"Version One Ventures, Uncork Capital, Bessemer Venture Partners"
Sidecar Health,1000000000.0,2021-01-26,Fintech,El Segundo,United States,North America,2018,16300000000.0,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures"
Sift,1000000000.0,2021-04-22,Artificial intelligence,San Francisco,United States,North America,2011,15700000000.0,"Union Square Ventures, Insight Partners, Spark Capital"
Skydio,1000000000.0,2021-02-25,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,34000000000.0,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel"
Slice,1000000000.0,2021-11-28,Fintech,Bengaluru,India,Asia,2015,24900000000.0,"Gunosy Capital, Blume Ventures, Das Capital"
SmartAsset,1000000000.0,2021-06-24,Fintech,New York,United States,North America,2012,16100000000.0,"Javelin Venture Partners, TTV Capital, Peterson Ventures"
SMS Assist,1000000000.0,2016-06-07,Internet software & services,Chicago,United States,North America,2003,25500000000.0,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital"
SnapLogic,1000000000.0,2021-12-13,Internet software & services,San Mateo,United States,North America,2006,37100000000.0,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"
Snorkel AI,1000000000.0,2021-08-09,Artificial intelligence,Palo Alto,United States,North America,2019,13500000000.0,"Greylock Partners, Google Ventures, BlackRock"
Solo.io,1000000000.0,2021-10-07,Internet software & services,Cambridge,United States,North America,2017,17200000000.0,"True Ventures, Altimeter Capital, Redpoint Ventures"
SoundHound,1000000000.0,2018-05-03,Artificial intelligence,Santa Clara,United States,North America,2005,21500000000.0,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera"
Splashtop,1000000000.0,2021-01-27,Internet software & services,San Jose,United States,North America,2006,11400000000.0,"Storm Ventures, DFJ DragonFund, New Enterprise Associates"
Standard,1000000000.0,2021-02-17,Artificial intelligence,San Francisco,United States,North America,2017,23900000000.0,"CRV, Y Combinator, Initialized Capital"
Stytch,1000000000.0,2021-11-18,Cybersecurity,San Francisco,United States,North America,2020,12600000000.0,"Index Ventures, Benchmark, Thrive Capital"
Swile,1000000000.0,2021-10-11,Fintech,Montpellier,France,Europe,2016,32600000000.0,"Index Ventures, IDInvest Partners, Daphni"
Tarana Wireless,1000000000.0,2022-03-23,Mobile & telecommunications,Milpitas,United States,North America,2009,37600000000.0,"Prime Movers Lab, Khosla Ventures, I Squared Capital"
TechStyle Fashion Group,1000000000.0,2014-08-29,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,33600000000.0,"Matrix Partners, Passport Capital, Rho Ventures"
TensTorrent,1000000000.0,2021-05-05,Artificial intelligence,Toronto,Canada,North America,2016,23500000000.0,"Eclipse Ventures, Fidelity Investments, Moore Capital Management"
TERMINUS Technology,1000000000.0,2018-10-25,Hardware,Beijing,China,Asia,2015,62300000000.0,"China Everbright Limited, IDG Capital, iFLYTEK"
Tezign,1000000000.0,2021-11-02,Internet software & services,Shanghai,China,Asia,2015,15100000000.0,"Sequoia Capital China, Linear Venture, Hearst Ventures"
The Zebra,1000000000.0,2021-04-12,E-commerce & direct-to-consumer,Austin,United States,North America,2012,25700000000.0,"Silverton Partners, Accel, Ballast Point Ventures"
Thirty Madison,1000000000.0,2021-06-02,Health,New York,United States,North America,1993,21000000000.0,"Northzone Ventures, Maveron, Johnson & Johnson Innovation"
Thought Machine,1000000000.0,2021-11-29,Fintech,London,United Kingdom,Europe,2014,40300000000.0,"British Patient Capital, SEB Venture Capital, IQ Capital"
Timescale,1000000000.0,2022-02-22,Internet software & services,New York,United States,North America,2015,18100000000.0,"New Enterprise Associates, Benchmark, Two Sigma Ventures"
Tractable,1000000000.0,2021-06-16,Artificial intelligence,London,United Kingdom,Europe,2014,12000000000.0,"Insight Partners, Ignition Partners, Georgian Partners"
Tresata,1000000000.0,2018-10-10,Fintech,Charlotte,United States,North America,2011,5100000000.0,GCP Capital Partners
TrialSpark,1000000000.0,2021-09-30,Health,New York,United States,North America,2014,15600000000.0,"Sequoia Capital, Thrive Capital, Sound Ventures"
TrueLayer,1000000000.0,2021-09-21,Fintech,London,United Kingdom,Europe,2016,27100000000.0,"Anthemis, Connect Ventures, Northzone Ventures"
Unico,1000000000.0,2021-08-03,Artificial intelligence,Sao Paulo,Brazil,South America,2007,23700000000.0,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures"
Vagaro,1000000000.0,2021-11-03,Internet software & services,Dublin,United States,North America,2009,16300000000.0,FTV Capital
Vedantu,1000000000.0,2021-09-29,Edtech,Bengaluru,India,Asia,2014,29200000000.0,"Accel, Tiger Global Management, Omidyar Network"
Veev,1000000000.0,2022-02-24,Internet software & services,San Mateo,United States,North America,2008,58500000000.0,"Zeev Ventures, Bond, Fifth Wall Ventures"
Vise,1000000000.0,2021-05-18,Fintech,New York,United States,North America,2016,12800000000.0,"Sequoia Capital, Founders Fund, Bling Capital"
Visier,1000000000.0,2021-06-29,Internet software & services,Vancouver,Canada,North America,2010,21700000000.0,"Foundation Capital, Summit Partners, Adams Street Partners"
VOI,1000000000.0,2021-12-21,Travel,Stockholm,Sweden,Europe,2018,51600000000.0,"Vostok New Ventures, The Raine Group, Balderton Capital"
Vox Media,1000000000.0,2015-08-12,Internet software & services,Washington,United States,North America,2011,30800000000.0,"Accel Partners, Comcast Ventures, General Atlantic"
VTS,1000000000.0,2019-05-07,Internet software & services,New York,United States,North America,2012,18700000000.0,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners"
Watershed,1000000000.0,2022-02-08,Internet software & services,San Francisco,United States,North America,2019,7000000000.0,"Kleiner Perkins Caufield & Byers, Sequoia Capital"
Weights & Biases,1000000000.0,2021-10-13,Internet software & services,San Francisco,United States,North America,2017,20000000000.0,"Coatue Management, Insight Partners, Trinity Ventures"
WeLab,1000000000.0,2017-11-08,Fintech,,Hong Kong,Asia,2013,87100000000.0,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund"
Womai,1000000000.0,2015-10-12,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,33000000000.0,"SAIF Partners China, Baidu, IDG Capital"
Wrapbook,1000000000.0,2021-11-10,Fintech,New York,United States,North America,2018,13100000000.0,"Equal Ventures, Uncork Capital, Andreessen Horowitz"
Xendit,1000000000.0,2021-09-14,Fintech,Jakarta,Indonesia,Asia,2014,21500000000.0,"Accel, Y Combinator, Amasia"
XForcePlus,1000000000.0,2021-06-01,Internet software & services,Shanghai,China,Asia,2015,20000000000.0,"Eastern Bell Capital, Danhua Capital, MSA Capital"
YH Global,1000000000.0,2017-09-21,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1997,18200000000.0,"Co-Energy Finance, Grandland"
YipitData,1000000000.0,2021-12-06,Internet software & services,New York,United States,North America,2008,49200000000.0,"RRE Ventures+, Highland Capital Partners, The Carlyle Group"
Yunxuetang,1000000000.0,2021-03-29,Edtech,Suzhou,China,Asia,2011,38900000000.0,"Matrix Partners China, Sequoia Capital China, Hundreds Capital"
Zhaogang,1000000000.0,2017-06-29,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,37900000000.0,"K2 Ventures, Matrix Partners China, IDG Capital"
Zhuan Zhuan,1000000000.0,2017-04-18,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,99000000000.0,"58.com, Tencent Holdings"
Zihaiguo,1000000000.0,2021-05-06,Consumer & retail,Chongqing,China,Asia,2018,8000000000.0,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China"
Zopa,1000000000.0,2021-10-19,Fintech,London,United Kingdom,Europe,2005,79200000000.0,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures"
Zwift,1000000000.0,2020-09-16,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,62000000000.0,"Novator Partners, True, Causeway Media Partners"
